face_id,主脸型,辅变化,额头,眉骨,眼窝,颧骨,面颊,下颌,眼型,眼尾,眼距,虹膜,鼻根,鼻梁,鼻头,唇型,嘴角,特殊标志,一句话脸
FD04527,长鹅蛋脸,中轴微长,窄额,低眉骨,中度眼窝,外扩颧骨,幼态柔软面颊,窄下颌,短圆杏眼,眼尾下沉,窄眼距,墨玉瞳,高鼻根,轻微偏右鼻梁,窄翼鼻头,弓形唇,嘴角平直,耳后小痣,长鹅蛋脸（中轴微长），低眉骨/中度眼窝，短圆杏眼·眼尾下沉·窄眼距，高鼻根/轻微偏右鼻梁/窄翼鼻头，弓形唇·嘴角平直，窄下颌
FD04528,宽心形脸,上庭收窄,窄额,厚眉骨,浅眼窝,高颧骨,薄面颊,宽下颌,柳叶眼,眼尾下压,窄眼距,琥珀瞳,低鼻根,轻微偏左鼻梁,窄翼鼻头,上薄下厚,嘴角紧收,右眉轻断,宽心形脸（上庭收窄），厚眉骨/浅眼窝，柳叶眼·眼尾下压·窄眼距，低鼻根/轻微偏左鼻梁/窄翼鼻头，上薄下厚·嘴角紧收，宽下颌
FD04529,肉感短脸,面中立体化,低额,外侧突出眉骨,深眼窝,高颧骨,轻凹面颊,骨感下颌,狭长瑞凤眼,眼尾微挑,宽眼距,碎裂虹膜,低鼻根,轻微偏左鼻梁,肉感鼻头,小嘴,嘴角下垂,双侧酒窝,肉感短脸（面中立体化），外侧突出眉骨/深眼窝，狭长瑞凤眼·眼尾微挑·宽眼距，低鼻根/轻微偏左鼻梁/肉感鼻头，小嘴·嘴角下垂，骨感下颌
FD04530,长心形脸,上庭展开,宽额,内侧突出眉骨,浅眼窝,高颧骨,轻凹面颊,明显下颌角,狭长眼,眼尾微挑,标准眼距,深色瞳,窄鼻根,轻微偏左鼻梁,小圆鼻头,上薄下厚,嘴角紧收,鼻梁旧伤,长心形脸（上庭展开），内侧突出眉骨/浅眼窝，狭长眼·眼尾微挑·标准眼距，窄鼻根/轻微偏左鼻梁/小圆鼻头，上薄下厚·嘴角紧收，明显下颌角
FD04531,长圆脸,颌角弱化,微凸额,低眉骨,眼下饱满,低颧骨,饱满面颊,方下颌,狭长眼,眼尾平直,标准眼距,墨玉瞳,宽鼻根,轻鹰钩鼻梁,下压鼻头,平直唇,嘴角上扬,异色瞳,长圆脸（颌角弱化），低眉骨/眼下饱满，狭长眼·眼尾平直·标准眼距，宽鼻根/轻鹰钩鼻梁/下压鼻头，平直唇·嘴角上扬，方下颌
FD04532,宽菱形,颧部外扩,窄额,压迫感眉骨,深眼窝,高颧骨,薄面颊,柔和下颌,蛇系眼,眼尾下压,标准眼距,淡金瞳,宽鼻根,中直鼻梁,骨感鼻头,平直唇,嘴角下垂,眼角小痣,宽菱形（颧部外扩），压迫感眉骨/深眼窝，蛇系眼·眼尾下压·标准眼距，宽鼻根/中直鼻梁/骨感鼻头，平直唇·嘴角下垂，柔和下颌
FD04533,幼态方脸,颌角强调,低额,低眉骨,浅眼窝,低颧骨,轻凹面颊,宽下颌,圆长眼,眼尾微挑,窄眼距,碎裂虹膜,中鼻根,轻鹰钩鼻梁,骨感鼻头,平直唇,嘴角上扬,眼角小痣,幼态方脸（颌角强调），低眉骨/浅眼窝，圆长眼·眼尾微挑·窄眼距，中鼻根/轻鹰钩鼻梁/骨感鼻头，平直唇·嘴角上扬，宽下颌
FD04534,下颌突出脸,下颌线柔化,微凸额,压迫感眉骨,中度眼窝,低颧骨,饱满面颊,宽下颌,短杏眼,眼尾明显挑,标准眼距,碎裂虹膜,中高鼻根,轻微偏右鼻梁,微钝鼻头,弓形唇,嘴角平直,眼睑褶皱不对称,下颌突出脸（下颌线柔化），压迫感眉骨/中度眼窝，短杏眼·眼尾明显挑·标准眼距，中高鼻根/轻微偏右鼻梁/微钝鼻头，弓形唇·嘴角平直，宽下颌
FD04535,鹅蛋偏方,偏锐收窄,骨感额,内侧突出眉骨,窄深眼窝,柔和颧骨,轻凹面颊,圆方下颌,鹿系眼,眼尾下沉,窄眼距,碎裂虹膜,窄鼻根,宽骨鼻梁,微钝鼻头,上薄下厚,单侧上扬,额角旧痕,鹅蛋偏方（偏锐收窄），内侧突出眉骨/窄深眼窝，鹿系眼·眼尾下沉·窄眼距，窄鼻根/宽骨鼻梁/微钝鼻头，上薄下厚·单侧上扬，圆方下颌
FD04536,倒梯形脸,面中立体化,宽额,高眉骨,浅眼窝,柔和颧骨,幼态柔软面颊,柔和下颌,鹤系眼,眼尾延展,标准眼距,异色瞳,宽鼻根,轻微偏右鼻梁,轻翘鼻头,小嘴,嘴角上扬,无标志,倒梯形脸（面中立体化），高眉骨/浅眼窝，鹤系眼·眼尾延展·标准眼距，宽鼻根/轻微偏右鼻梁/轻翘鼻头，小嘴·嘴角上扬，柔和下颌
FD04537,骨感方脸,偏柔圆润,高额,薄眉骨,浅眼窝,低颧骨,轻凹面颊,方下颌,狭长瑞凤眼,眼尾延展,宽眼距,异色瞳,中鼻根,微弧鼻梁,肉感鼻头,宽嘴,嘴角平直,双侧酒窝,骨感方脸（偏柔圆润），薄眉骨/浅眼窝，狭长瑞凤眼·眼尾延展·宽眼距，中鼻根/微弧鼻梁/肉感鼻头，宽嘴·嘴角平直，方下颌
FD04538,心形脸,颧部外扩,饱满额,薄眉骨,浅眼窝,柔和颧骨,成熟收紧面颊,骨感下颌,鹰隼眼,眼尾明显挑,宽眼距,星点虹膜,低鼻根,轻微偏右鼻梁,小圆鼻头,上厚下薄,嘴角上扬,颈侧细疤,心形脸（颧部外扩），薄眉骨/浅眼窝，鹰隼眼·眼尾明显挑·宽眼距，低鼻根/轻微偏右鼻梁/小圆鼻头，上厚下薄·嘴角上扬，骨感下颌
FD04539,标准菱形,面中平缓,宽额,柔和眉骨,中度眼窝,柔和颧骨,饱满面颊,宽下颌,短杏眼,眼尾平直,宽眼距,环状虹膜,中鼻根,宽骨鼻梁,小圆鼻头,上薄下厚,单侧上扬,双侧酒窝,标准菱形（面中平缓），柔和眉骨/中度眼窝，短杏眼·眼尾平直·宽眼距，中鼻根/宽骨鼻梁/小圆鼻头，上薄下厚·单侧上扬，宽下颌
FD04540,宽心形脸,下颌线柔化,平直额,高眉骨,浅眼窝,高颧骨,成熟收紧面颊,收敛下颌,平凤眼,眼尾下沉,宽眼距,墨玉瞳,宽鼻根,轻鹰钩鼻梁,微钝鼻头,弓形唇,单侧上扬,右眼下浅泪痣,宽心形脸（下颌线柔化），高眉骨/浅眼窝，平凤眼·眼尾下沉·宽眼距，宽鼻根/轻鹰钩鼻梁/微钝鼻头，弓形唇·单侧上扬，收敛下颌
FD04541,宽鹅蛋脸,中轴收紧,饱满额,内侧突出眉骨,浅眼窝,高颧骨,薄面颊,骨感下颌,猫系眼,眼尾下沉,标准眼距,灰蓝瞳,中高鼻根,微弧鼻梁,窄翼鼻头,小嘴,嘴角下垂,单侧酒窝,宽鹅蛋脸（中轴收紧），内侧突出眉骨/浅眼窝，猫系眼·眼尾下沉·标准眼距，中高鼻根/微弧鼻梁/窄翼鼻头，小嘴·嘴角下垂，骨感下颌
FD04542,鹅蛋偏菱,中庭拉长,微凸额,压迫感眉骨,眼下饱满,窄颧骨,薄面颊,收敛下颌,柳叶眼,眼尾延展,窄眼距,异色瞳,中鼻根,轻微偏左鼻梁,窄翼鼻头,薄唇,嘴角平直,瞳孔残缺,鹅蛋偏菱（中庭拉长），压迫感眉骨/眼下饱满，柳叶眼·眼尾延展·窄眼距，中鼻根/轻微偏左鼻梁/窄翼鼻头，薄唇·嘴角平直，收敛下颌
FD04543,圆脸,下庭收窄,宽额,内侧突出眉骨,眼下骨感,低颧骨,成熟收紧面颊,骨感下颌,平凤眼,眼尾下压,标准眼距,浅褐瞳,窄鼻根,柔和鼻梁,小圆鼻头,上薄下厚,嘴角下垂,颈侧细疤,圆脸（下庭收窄），内侧突出眉骨/眼下骨感，平凤眼·眼尾下压·标准眼距，窄鼻根/柔和鼻梁/小圆鼻头，上薄下厚·嘴角下垂，骨感下颌
FD04544,宽方脸,面中立体化,微凸额,内侧突出眉骨,浅眼窝,高颧骨,饱满面颊,柔和下颌,疲惫眼,眼尾平直,标准眼距,琥珀瞳,宽鼻根,高直鼻梁,小圆鼻头,厚唇,嘴角上扬,瞳孔残缺,宽方脸（面中立体化），内侧突出眉骨/浅眼窝，疲惫眼·眼尾平直·标准眼距，宽鼻根/高直鼻梁/小圆鼻头，厚唇·嘴角上扬，柔和下颌
FD04545,骨感菱形,骨点内敛,宽额,压迫感眉骨,窄深眼窝,柔和颧骨,薄面颊,宽下颌,宽杏眼,眼尾下沉,标准眼距,浅褐瞳,中鼻根,柔和鼻梁,下压鼻头,薄唇,嘴角下垂,眉尾旧疤,骨感菱形（骨点内敛），压迫感眉骨/窄深眼窝，宽杏眼·眼尾下沉·标准眼距，中鼻根/柔和鼻梁/下压鼻头，薄唇·嘴角下垂，宽下颌
FD04546,圆脸,颈部线条延长,低额,高眉骨,眼下饱满,外扩颧骨,幼态柔软面颊,柔和下颌,成熟长眼,眼尾明显挑,宽眼距,深色瞳,高鼻根,轻微偏左鼻梁,小圆鼻头,成熟长唇,嘴角下垂,无标志,圆脸（颈部线条延长），高眉骨/眼下饱满，成熟长眼·眼尾明显挑·宽眼距，高鼻根/轻微偏左鼻梁/小圆鼻头，成熟长唇·嘴角下垂，柔和下颌
FD04547,上窄下宽脸,下颌线柔化,高额,高眉骨,宽浅眼窝,宽颧骨,薄面颊,窄下颌,狭长瑞凤眼,眼尾下压,宽眼距,琥珀瞳,中鼻根,高直鼻梁,下压鼻头,弓形唇,嘴角上扬,指节薄茧,上窄下宽脸（下颌线柔化），高眉骨/宽浅眼窝，狭长瑞凤眼·眼尾下压·宽眼距，中鼻根/高直鼻梁/下压鼻头，弓形唇·嘴角上扬，窄下颌
FD04548,长圆脸,中轴收紧,窄额,外侧突出眉骨,宽浅眼窝,外扩颧骨,薄面颊,窄下颌,疲惫眼,眼尾下压,宽眼距,墨玉瞳,窄鼻根,宽骨鼻梁,微钝鼻头,薄唇,单侧上扬,下颌浅疤,长圆脸（中轴收紧），外侧突出眉骨/宽浅眼窝，疲惫眼·眼尾下压·宽眼距，窄鼻根/宽骨鼻梁/微钝鼻头，薄唇·单侧上扬，窄下颌
FD04549,上窄下宽脸,下颌线清晰化,窄额,薄眉骨,宽浅眼窝,窄颧骨,薄面颊,窄下颌,瑞凤眼,眼尾平直,标准眼距,琥珀瞳,窄鼻根,中直鼻梁,轻翘鼻头,成熟长唇,嘴角平直,左颊浅疤,上窄下宽脸（下颌线清晰化），薄眉骨/宽浅眼窝，瑞凤眼·眼尾平直·标准眼距，窄鼻根/中直鼻梁/轻翘鼻头，成熟长唇·嘴角平直，窄下颌
FD04550,窄鹅蛋脸,颧部外扩,骨感额,高眉骨,深眼窝,外扩颧骨,薄面颊,骨感下颌,圆长眼,眼尾下沉,窄眼距,深色瞳,宽鼻根,微弧鼻梁,小圆鼻头,平直唇,嘴角上扬,左颊浅疤,窄鹅蛋脸（颧部外扩），高眉骨/深眼窝，圆长眼·眼尾下沉·窄眼距，宽鼻根/微弧鼻梁/小圆鼻头，平直唇·嘴角上扬，骨感下颌
FD04551,骨感菱形,下庭加重,宽额,压迫感眉骨,浅眼窝,窄颧骨,成熟收紧面颊,明显下颌角,短圆杏眼,眼尾下沉,宽眼距,灰蓝瞳,中高鼻根,轻微偏右鼻梁,肉感鼻头,弓形唇,嘴角下垂,异色瞳,骨感菱形（下庭加重），压迫感眉骨/浅眼窝，短圆杏眼·眼尾下沉·宽眼距，中高鼻根/轻微偏右鼻梁/肉感鼻头，弓形唇·嘴角下垂，明显下颌角
FD04552,下颌突出脸,颈部线条收短,饱满额,低眉骨,宽浅眼窝,外扩颧骨,薄面颊,骨感下颌,蛇系眼,眼尾下压,标准眼距,碎裂虹膜,中鼻根,轻鹰钩鼻梁,小圆鼻头,薄唇,嘴角平直,碎裂虹膜,下颌突出脸（颈部线条收短），低眉骨/宽浅眼窝，蛇系眼·眼尾下压·标准眼距，中鼻根/轻鹰钩鼻梁/小圆鼻头，薄唇·嘴角平直，骨感下颌
FD04553,宽方脸,下庭收窄,饱满额,内侧突出眉骨,窄深眼窝,宽颧骨,薄面颊,宽下颌,鹤系眼,眼尾下沉,窄眼距,星点虹膜,宽鼻根,轻微偏右鼻梁,轻翘鼻头,成熟长唇,嘴角上扬,眉心竖纹浅痕,宽方脸（下庭收窄），内侧突出眉骨/窄深眼窝，鹤系眼·眼尾下沉·窄眼距，宽鼻根/轻微偏右鼻梁/轻翘鼻头，成熟长唇·嘴角上扬，宽下颌
FD04554,圆脸,下庭加重,高额,压迫感眉骨,中度眼窝,柔和颧骨,成熟收紧面颊,窄下颌,狼系眼,眼尾下沉,宽眼距,灰蓝瞳,低鼻根,高直鼻梁,轻翘鼻头,小嘴,单侧上扬,鼻梁旧伤,圆脸（下庭加重），压迫感眉骨/中度眼窝，狼系眼·眼尾下沉·宽眼距，低鼻根/高直鼻梁/轻翘鼻头，小嘴·单侧上扬，窄下颌
FD04555,方鹅蛋脸,偏柔圆润,宽额,内侧突出眉骨,浅眼窝,柔和颧骨,幼态柔软面颊,宽下颌,长杏眼,眼尾下压,宽眼距,环状虹膜,高鼻根,轻微偏左鼻梁,骨感鼻头,上厚下薄,单侧上扬,无标志,方鹅蛋脸（偏柔圆润），内侧突出眉骨/浅眼窝，长杏眼·眼尾下压·宽眼距，高鼻根/轻微偏左鼻梁/骨感鼻头，上厚下薄·单侧上扬，宽下颌
FD04556,长鹅蛋脸,下颌线柔化,骨感额,柔和眉骨,眼下骨感,柔和颧骨,幼态柔软面颊,窄下颌,下垂眼,眼尾平直,标准眼距,墨玉瞳,中鼻根,宽骨鼻梁,肉感鼻头,上厚下薄,嘴角平直,额角旧痕,长鹅蛋脸（下颌线柔化），柔和眉骨/眼下骨感，下垂眼·眼尾平直·标准眼距，中鼻根/宽骨鼻梁/肉感鼻头，上厚下薄·嘴角平直，窄下颌
FD04557,清瘦圆脸,下庭加重,骨感额,压迫感眉骨,眼下饱满,低颧骨,饱满面颊,收敛下颌,狼系眼,眼尾微挑,窄眼距,碎裂虹膜,中高鼻根,宽骨鼻梁,肉感鼻头,成熟长唇,单侧上扬,单侧虎牙,清瘦圆脸（下庭加重），压迫感眉骨/眼下饱满，狼系眼·眼尾微挑·窄眼距，中高鼻根/宽骨鼻梁/肉感鼻头，成熟长唇·单侧上扬，收敛下颌
FD04558,宽鹅蛋脸,中庭展宽,饱满额,柔和眉骨,浅眼窝,高颧骨,轻凹面颊,方下颌,少年圆眼,眼尾微挑,宽眼距,环状虹膜,低鼻根,宽骨鼻梁,下压鼻头,厚唇,嘴角紧收,双侧酒窝,宽鹅蛋脸（中庭展宽），柔和眉骨/浅眼窝，少年圆眼·眼尾微挑·宽眼距，低鼻根/宽骨鼻梁/下压鼻头，厚唇·嘴角紧收，方下颌
FD04559,成熟方脸,下颌线清晰化,窄额,薄眉骨,浅眼窝,高颧骨,薄面颊,圆方下颌,冷感眼,眼尾明显挑,窄眼距,灰蓝瞳,中鼻根,高直鼻梁,肉感鼻头,成熟长唇,嘴角平直,眉上小疤,成熟方脸（下颌线清晰化），薄眉骨/浅眼窝，冷感眼·眼尾明显挑·窄眼距，中鼻根/高直鼻梁/肉感鼻头，成熟长唇·嘴角平直，圆方下颌
FD04560,方菱过渡脸,下庭收窄,微凸额,外侧突出眉骨,宽浅眼窝,高颧骨,成熟收紧面颊,骨感下颌,窄杏眼,眼尾微挑,标准眼距,浅褐瞳,窄鼻根,高直鼻梁,下压鼻头,宽嘴,嘴角紧收,鼻梁旧伤,方菱过渡脸（下庭收窄），外侧突出眉骨/宽浅眼窝，窄杏眼·眼尾微挑·标准眼距，窄鼻根/高直鼻梁/下压鼻头，宽嘴·嘴角紧收，骨感下颌
FD04561,柔和菱形,面中平缓,微凸额,低眉骨,深眼窝,高颧骨,幼态柔软面颊,骨感下颌,长杏眼,眼尾下压,窄眼距,碎裂虹膜,中鼻根,中直鼻梁,肉感鼻头,上厚下薄,嘴角紧收,眉尾旧疤,柔和菱形（面中平缓），低眉骨/深眼窝，长杏眼·眼尾下压·窄眼距，中鼻根/中直鼻梁/肉感鼻头，上厚下薄·嘴角紧收，骨感下颌
FD04562,清瘦圆脸,偏柔圆润,平直额,柔和眉骨,中度眼窝,窄颧骨,轻凹面颊,窄下颌,鹿系眼,眼尾下沉,标准眼距,深色瞳,中鼻根,宽骨鼻梁,肉感鼻头,薄唇,单侧上扬,左眼下浅泪痣,清瘦圆脸（偏柔圆润），柔和眉骨/中度眼窝，鹿系眼·眼尾下沉·标准眼距，中鼻根/宽骨鼻梁/肉感鼻头，薄唇·单侧上扬，窄下颌
FD04563,骨感菱形,上庭收窄,微凸额,外侧突出眉骨,眼下骨感,柔和颧骨,饱满面颊,圆方下颌,长杏眼,眼尾下沉,窄眼距,浅褐瞳,中鼻根,微弧鼻梁,小圆鼻头,薄唇,嘴角下垂,额角旧痕,骨感菱形（上庭收窄），外侧突出眉骨/眼下骨感，长杏眼·眼尾下沉·窄眼距，中鼻根/微弧鼻梁/小圆鼻头，薄唇·嘴角下垂，圆方下颌
FD04564,短圆脸,偏柔圆润,宽额,内侧突出眉骨,中度眼窝,宽颧骨,成熟收紧面颊,圆方下颌,瑞凤眼,眼尾明显挑,标准眼距,碎裂虹膜,低鼻根,微弧鼻梁,下压鼻头,厚唇,单侧上扬,右眉轻断,短圆脸（偏柔圆润），内侧突出眉骨/中度眼窝，瑞凤眼·眼尾明显挑·标准眼距，低鼻根/微弧鼻梁/下压鼻头，厚唇·单侧上扬，圆方下颌
FD04565,长方脸,上庭收窄,窄额,内侧突出眉骨,中度眼窝,窄颧骨,幼态柔软面颊,收敛下颌,鹿系眼,眼尾微挑,宽眼距,碎裂虹膜,窄鼻根,柔和鼻梁,方圆鼻头,宽嘴,嘴角上扬,无标志,长方脸（上庭收窄），内侧突出眉骨/中度眼窝，鹿系眼·眼尾微挑·宽眼距，窄鼻根/柔和鼻梁/方圆鼻头，宽嘴·嘴角上扬，收敛下颌
FD04566,窄方脸,中庭展宽,骨感额,柔和眉骨,浅眼窝,柔和颧骨,成熟收紧面颊,宽下颌,蛇系眼,眼尾平直,窄眼距,墨玉瞳,高鼻根,宽骨鼻梁,骨感鼻头,上厚下薄,单侧上扬,左眼下浅泪痣,窄方脸（中庭展宽），柔和眉骨/浅眼窝，蛇系眼·眼尾平直·窄眼距，高鼻根/宽骨鼻梁/骨感鼻头，上厚下薄·单侧上扬，宽下颌
FD04567,鹅蛋偏心形,偏柔圆润,饱满额,高眉骨,眼下骨感,高颧骨,薄面颊,圆方下颌,鹿系眼,眼尾下沉,标准眼距,灰蓝瞳,中鼻根,宽骨鼻梁,窄翼鼻头,小嘴,单侧上扬,瞳孔残缺,鹅蛋偏心形（偏柔圆润），高眉骨/眼下骨感，鹿系眼·眼尾下沉·标准眼距，中鼻根/宽骨鼻梁/窄翼鼻头，小嘴·单侧上扬，圆方下颌
FD04568,长心形脸,上庭展开,平直额,厚眉骨,浅眼窝,外扩颧骨,饱满面颊,明显下颌角,圆长眼,眼尾微挑,宽眼距,浅褐瞳,低鼻根,轻微偏左鼻梁,小圆鼻头,弓形唇,嘴角下垂,耳后小痣,长心形脸（上庭展开），厚眉骨/浅眼窝，圆长眼·眼尾微挑·宽眼距，低鼻根/轻微偏左鼻梁/小圆鼻头，弓形唇·嘴角下垂，明显下颌角
FD04569,宽心形脸,颧部微收,微凸额,内侧突出眉骨,中度眼窝,宽颧骨,幼态柔软面颊,圆方下颌,短圆杏眼,眼尾下沉,标准眼距,琥珀瞳,中鼻根,微弧鼻梁,轻翘鼻头,弓形唇,嘴角下垂,碎裂虹膜,宽心形脸（颧部微收），内侧突出眉骨/中度眼窝，短圆杏眼·眼尾下沉·标准眼距，中鼻根/微弧鼻梁/轻翘鼻头，弓形唇·嘴角下垂，圆方下颌
FD04570,宽菱形,颌角弱化,微凸额,高眉骨,中度眼窝,窄颧骨,成熟收紧面颊,宽下颌,狭长眼,眼尾下沉,宽眼距,灰蓝瞳,窄鼻根,轻鹰钩鼻梁,轻翘鼻头,宽嘴,嘴角紧收,碎裂虹膜,宽菱形（颌角弱化），高眉骨/中度眼窝，狭长眼·眼尾下沉·宽眼距，窄鼻根/轻鹰钩鼻梁/轻翘鼻头，宽嘴·嘴角紧收，宽下颌
FD04571,正梯形脸,上庭展开,窄额,低眉骨,中度眼窝,外扩颧骨,饱满面颊,骨感下颌,鹿系眼,眼尾延展,宽眼距,淡金瞳,中鼻根,高直鼻梁,方圆鼻头,薄唇,嘴角上扬,环状虹膜,正梯形脸（上庭展开），低眉骨/中度眼窝，鹿系眼·眼尾延展·宽眼距，中鼻根/高直鼻梁/方圆鼻头，薄唇·嘴角上扬，骨感下颌
FD04572,方鹅蛋脸,下庭收窄,饱满额,压迫感眉骨,中度眼窝,高颧骨,薄面颊,明显下颌角,狼系眼,眼尾微挑,宽眼距,碎裂虹膜,宽鼻根,柔和鼻梁,骨感鼻头,上厚下薄,嘴角平直,单侧酒窝,方鹅蛋脸（下庭收窄），压迫感眉骨/中度眼窝，狼系眼·眼尾微挑·宽眼距，宽鼻根/柔和鼻梁/骨感鼻头，上厚下薄·嘴角平直，明显下颌角
FD04573,短圆脸,骨点内敛,低额,厚眉骨,深眼窝,低颧骨,幼态柔软面颊,圆方下颌,冷感眼,眼尾延展,宽眼距,碎裂虹膜,宽鼻根,中直鼻梁,肉感鼻头,上薄下厚,嘴角紧收,双侧酒窝,短圆脸（骨点内敛），厚眉骨/深眼窝，冷感眼·眼尾延展·宽眼距，宽鼻根/中直鼻梁/肉感鼻头，上薄下厚·嘴角紧收，圆方下颌
FD04574,鹅蛋偏心形,下庭收窄,窄额,外侧突出眉骨,窄深眼窝,柔和颧骨,薄面颊,方下颌,平直杏眼,眼尾下沉,窄眼距,碎裂虹膜,中高鼻根,柔和鼻梁,下压鼻头,宽嘴,嘴角下垂,耳后小痣,鹅蛋偏心形（下庭收窄），外侧突出眉骨/窄深眼窝，平直杏眼·眼尾下沉·窄眼距，中高鼻根/柔和鼻梁/下压鼻头，宽嘴·嘴角下垂，方下颌
FD04575,短鹅蛋脸,颈部线条收短,平直额,压迫感眉骨,浅眼窝,低颧骨,薄面颊,明显下颌角,鹰隼眼,眼尾延展,标准眼距,淡金瞳,高鼻根,轻微偏左鼻梁,方圆鼻头,弓形唇,嘴角上扬,碎裂虹膜,短鹅蛋脸（颈部线条收短），压迫感眉骨/浅眼窝，鹰隼眼·眼尾延展·标准眼距，高鼻根/轻微偏左鼻梁/方圆鼻头，弓形唇·嘴角上扬，明显下颌角
FD04576,鹅蛋偏方,颈部线条延长,宽额,压迫感眉骨,中度眼窝,柔和颧骨,幼态柔软面颊,窄下颌,上扬凤眼,眼尾明显挑,标准眼距,墨玉瞳,低鼻根,微弧鼻梁,小圆鼻头,平直唇,嘴角紧收,异色瞳,鹅蛋偏方（颈部线条延长），压迫感眉骨/中度眼窝，上扬凤眼·眼尾明显挑·标准眼距，低鼻根/微弧鼻梁/小圆鼻头，平直唇·嘴角紧收，窄下颌
FD04577,宽鹅蛋脸,颈部线条收短,骨感额,高眉骨,宽浅眼窝,窄颧骨,薄面颊,窄下颌,下垂眼,眼尾明显挑,标准眼距,灰蓝瞳,中鼻根,轻鹰钩鼻梁,微钝鼻头,小嘴,嘴角平直,单侧虎牙,宽鹅蛋脸（颈部线条收短），高眉骨/宽浅眼窝，下垂眼·眼尾明显挑·标准眼距，中鼻根/轻鹰钩鼻梁/微钝鼻头，小嘴·嘴角平直，窄下颌
FD04578,宽方脸,偏柔圆润,窄额,高眉骨,中度眼窝,窄颧骨,幼态柔软面颊,圆方下颌,狼系眼,眼尾延展,标准眼距,淡金瞳,高鼻根,中直鼻梁,微钝鼻头,上厚下薄,嘴角上扬,眉心竖纹浅痕,宽方脸（偏柔圆润），高眉骨/中度眼窝，狼系眼·眼尾延展·标准眼距，高鼻根/中直鼻梁/微钝鼻头，上厚下薄·嘴角上扬，圆方下颌
FD04579,方菱过渡脸,中轴收紧,平直额,厚眉骨,浅眼窝,窄颧骨,薄面颊,方下颌,下垂眼,眼尾下压,窄眼距,星点虹膜,高鼻根,高直鼻梁,肉感鼻头,小嘴,嘴角平直,双侧酒窝,方菱过渡脸（中轴收紧），厚眉骨/浅眼窝，下垂眼·眼尾下压·窄眼距，高鼻根/高直鼻梁/肉感鼻头，小嘴·嘴角平直，方下颌
FD04580,长菱形,偏柔圆润,骨感额,厚眉骨,浅眼窝,低颧骨,幼态柔软面颊,圆方下颌,猫系眼,眼尾延展,宽眼距,碎裂虹膜,高鼻根,中直鼻梁,肉感鼻头,弓形唇,嘴角上扬,异色瞳,长菱形（偏柔圆润），厚眉骨/浅眼窝，猫系眼·眼尾延展·宽眼距，高鼻根/中直鼻梁/肉感鼻头，弓形唇·嘴角上扬，圆方下颌
FD04581,长方脸,颈部线条收短,饱满额,高眉骨,宽浅眼窝,高颧骨,幼态柔软面颊,宽下颌,蛇系眼,眼尾下压,宽眼距,碎裂虹膜,低鼻根,轻微偏左鼻梁,小圆鼻头,厚唇,嘴角平直,瞳孔残缺,长方脸（颈部线条收短），高眉骨/宽浅眼窝，蛇系眼·眼尾下压·宽眼距，低鼻根/轻微偏左鼻梁/小圆鼻头，厚唇·嘴角平直，宽下颌
FD04582,幼态圆脸,上庭展开,窄额,低眉骨,眼下饱满,宽颧骨,成熟收紧面颊,圆方下颌,圆长眼,眼尾明显挑,窄眼距,深色瞳,高鼻根,轻微偏右鼻梁,窄翼鼻头,薄唇,单侧上扬,鼻梁旧伤,幼态圆脸（上庭展开），低眉骨/眼下饱满，圆长眼·眼尾明显挑·窄眼距，高鼻根/轻微偏右鼻梁/窄翼鼻头，薄唇·单侧上扬，圆方下颌
FD04583,短方脸,下庭加重,窄额,压迫感眉骨,浅眼窝,窄颧骨,幼态柔软面颊,明显下颌角,鹰隼眼,眼尾下沉,标准眼距,深色瞳,高鼻根,轻微偏右鼻梁,肉感鼻头,上薄下厚,嘴角紧收,异色瞳,短方脸（下庭加重），压迫感眉骨/浅眼窝，鹰隼眼·眼尾下沉·标准眼距，高鼻根/轻微偏右鼻梁/肉感鼻头，上薄下厚·嘴角紧收，明显下颌角
FD04584,宽鹅蛋脸,颊部饱满,高额,薄眉骨,窄深眼窝,低颧骨,轻凹面颊,宽下颌,狼系眼,眼尾明显挑,窄眼距,环状虹膜,低鼻根,轻鹰钩鼻梁,小圆鼻头,平直唇,单侧上扬,耳后小痣,宽鹅蛋脸（颊部饱满），薄眉骨/窄深眼窝，狼系眼·眼尾明显挑·窄眼距，低鼻根/轻鹰钩鼻梁/小圆鼻头，平直唇·单侧上扬，宽下颌
FD04585,标准菱形,颧部外扩,微凸额,高眉骨,宽浅眼窝,窄颧骨,饱满面颊,骨感下颌,少年圆眼,眼尾明显挑,标准眼距,琥珀瞳,宽鼻根,轻微偏右鼻梁,方圆鼻头,成熟长唇,嘴角上扬,唇下小痣,标准菱形（颧部外扩），高眉骨/宽浅眼窝，少年圆眼·眼尾明显挑·标准眼距，宽鼻根/轻微偏右鼻梁/方圆鼻头，成熟长唇·嘴角上扬，骨感下颌
FD04586,短鹅蛋脸,中庭拉长,窄额,薄眉骨,宽浅眼窝,宽颧骨,轻凹面颊,收敛下颌,成熟长眼,眼尾延展,窄眼距,琥珀瞳,窄鼻根,柔和鼻梁,下压鼻头,小嘴,嘴角平直,无标志,短鹅蛋脸（中庭拉长），薄眉骨/宽浅眼窝，成熟长眼·眼尾延展·窄眼距，窄鼻根/柔和鼻梁/下压鼻头，小嘴·嘴角平直，收敛下颌
