costume_id,阵营,剪影,结构要素,配饰,状态,描述
CS00605,复苏体,长袍,分片下摆,臂环+断扣,边境磨损,复苏体·长袍｜分片下摆｜臂环+断扣｜边境磨损
CS00606,宗门,短衣,腿部绑甲,旧皮带+腰牌,当下战损,宗门·短衣｜腿部绑甲｜旧皮带+腰牌｜当下战损
CS00607,王庭,腰封,肩甲结构,药囊+令牌,完整如新,王庭·腰封｜肩甲结构｜药囊+令牌｜完整如新
CS00608,贵族,宽袖,胸甲结构,符囊+颈饰,当下战损,贵族·宽袖｜胸甲结构｜符囊+颈饰｜当下战损
CS00609,商贾,宽袖,胸甲结构,腰牌+颈饰,陈年旧物,商贾·宽袖｜胸甲结构｜腰牌+颈饰｜陈年旧物
CS00610,复苏体,多层衣摆,背部长摆,面具残片+旧皮带,日常使用痕,复苏体·多层衣摆｜背部长摆｜面具残片+旧皮带｜日常使用痕
CS00611,流亡者,短衣,腿部绑甲,符囊+药囊,边境磨损,流亡者·短衣｜腿部绑甲｜符囊+药囊｜边境磨损
CS00612,流亡者,非对称剪裁,外披短褂,令牌+旧皮带,边境磨损,流亡者·非对称剪裁｜外披短褂｜令牌+旧皮带｜边境磨损
CS00613,学宫,轻甲,胸甲结构,断扣+符囊,边境磨损,学宫·轻甲｜胸甲结构｜断扣+符囊｜边境磨损
CS00614,贵族,半甲,背部长摆,臂环+额饰,日常使用痕,贵族·半甲｜背部长摆｜臂环+额饰｜日常使用痕
CS00615,宗门,半甲,交领叠襟,护腕+符囊,陈年旧物,宗门·半甲｜交领叠襟｜护腕+符囊｜陈年旧物
CS00616,镇墟司,轻甲,交领叠襟,旧皮带+断扣,边境磨损,镇墟司·轻甲｜交领叠襟｜旧皮带+断扣｜边境磨损
CS00617,镇墟司,束身,外披短褂,令牌+额饰,完整如新,镇墟司·束身｜外披短褂｜令牌+额饰｜完整如新
CS00618,战士团,轻甲,分片下摆,面具残片+旧皮带,边境磨损,战士团·轻甲｜分片下摆｜面具残片+旧皮带｜边境磨损
CS00619,流亡者,非对称剪裁,交领叠襟,符囊+耳饰,完整如新,流亡者·非对称剪裁｜交领叠襟｜符囊+耳饰｜完整如新
CS00620,商贾,宽袖,胸甲结构,额饰+颈饰,完整如新,商贾·宽袖｜胸甲结构｜额饰+颈饰｜完整如新
CS00621,王庭,短衣,腿部绑甲,臂环+药囊,陈年旧物,王庭·短衣｜腿部绑甲｜臂环+药囊｜陈年旧物
CS00622,复苏体,短衣,肩甲结构,断扣+旧皮带,当下战损,复苏体·短衣｜肩甲结构｜断扣+旧皮带｜当下战损
CS00623,流亡者,重甲,腿部绑甲,耳饰+断扣,当下战损,流亡者·重甲｜腿部绑甲｜耳饰+断扣｜当下战损
CS00624,镇墟司,护臂,分片下摆,颈饰+面具残片,战损修补,镇墟司·护臂｜分片下摆｜颈饰+面具残片｜战损修补
CS00625,流亡者,宽袖,分片下摆,腰牌+旧皮带,当下战损,流亡者·宽袖｜分片下摆｜腰牌+旧皮带｜当下战损
CS00626,医者,长袍,交领叠襟,旧皮带+断扣,日常使用痕,医者·长袍｜交领叠襟｜旧皮带+断扣｜日常使用痕
CS00627,贵族,束身,胸甲结构,额饰+符囊,日常使用痕,贵族·束身｜胸甲结构｜额饰+符囊｜日常使用痕
CS00628,隐世,非对称剪裁,高领护颈,腰牌+符囊,陈年旧物,隐世·非对称剪裁｜高领护颈｜腰牌+符囊｜陈年旧物
CS00629,王庭,披风,绑带束腰,耳饰+护腕,当下战损,王庭·披风｜绑带束腰｜耳饰+护腕｜当下战损
CS00630,贵族,护臂,高领护颈,药囊+臂环,陈年旧物,贵族·护臂｜高领护颈｜药囊+臂环｜陈年旧物
CS00631,隐世,宽袖,交领叠襟,耳饰+腰牌,身份剥除感,隐世·宽袖｜交领叠襟｜耳饰+腰牌｜身份剥除感
CS00632,灰区,短衣,交领叠襟,旧皮带+颈饰,战损修补,灰区·短衣｜交领叠襟｜旧皮带+颈饰｜战损修补
CS00633,恶灵,轻甲,暗袋夹层,护腕+符囊,完整如新,恶灵·轻甲｜暗袋夹层｜护腕+符囊｜完整如新
CS00634,游侠,半甲,腿部绑甲,颈饰+符囊,边境磨损,游侠·半甲｜腿部绑甲｜颈饰+符囊｜边境磨损
CS00635,王庭,重甲,肩甲结构,臂环+令牌,完整如新,王庭·重甲｜肩甲结构｜臂环+令牌｜完整如新
CS00636,医者,多层衣摆,暗袋夹层,颈饰+臂环,身份剥除感,医者·多层衣摆｜暗袋夹层｜颈饰+臂环｜身份剥除感
CS00637,学宫,非对称剪裁,背部长摆,面具残片+断扣,陈年旧物,学宫·非对称剪裁｜背部长摆｜面具残片+断扣｜陈年旧物
CS00638,流亡者,短衣,背部长摆,断扣+旧皮带,完整如新,流亡者·短衣｜背部长摆｜断扣+旧皮带｜完整如新
CS00639,镇墟司,重甲,分片下摆,断扣+臂环,身份剥除感,镇墟司·重甲｜分片下摆｜断扣+臂环｜身份剥除感
CS00640,复苏体,护臂,背部长摆,臂环+耳饰,完整如新,复苏体·护臂｜背部长摆｜臂环+耳饰｜完整如新
CS00641,恶灵,腰封,背部长摆,臂环+旧皮带,身份剥除感,恶灵·腰封｜背部长摆｜臂环+旧皮带｜身份剥除感
CS00642,战士团,非对称剪裁,肩甲结构,颈饰+臂环,战损修补,战士团·非对称剪裁｜肩甲结构｜颈饰+臂环｜战损修补
CS00643,商贾,多层衣摆,肩甲结构,臂环+护腕,陈年旧物,商贾·多层衣摆｜肩甲结构｜臂环+护腕｜陈年旧物
CS00644,战士团,腰封,背部长摆,腰牌+护腕,陈年旧物,战士团·腰封｜背部长摆｜腰牌+护腕｜陈年旧物
CS00645,战士团,轻甲,肩甲结构,额饰+臂环,当下战损,战士团·轻甲｜肩甲结构｜额饰+臂环｜当下战损
CS00646,贵族,多层衣摆,背部长摆,额饰+颈饰,战损修补,贵族·多层衣摆｜背部长摆｜额饰+颈饰｜战损修补
CS00647,复苏体,束身,暗袋夹层,臂环+额饰,当下战损,复苏体·束身｜暗袋夹层｜臂环+额饰｜当下战损
CS00648,灰区,重甲,绑带束腰,药囊+断扣,日常使用痕,灰区·重甲｜绑带束腰｜药囊+断扣｜日常使用痕
CS00649,隐世,多层衣摆,交领叠襟,耳饰+断扣,身份剥除感,隐世·多层衣摆｜交领叠襟｜耳饰+断扣｜身份剥除感
CS00650,医者,披风,背部长摆,颈饰+令牌,身份剥除感,医者·披风｜背部长摆｜颈饰+令牌｜身份剥除感
CS00651,游侠,短衣,外披短褂,耳饰+药囊,战损修补,游侠·短衣｜外披短褂｜耳饰+药囊｜战损修补
CS00652,医者,长袍,分片下摆,耳饰+臂环,边境磨损,医者·长袍｜分片下摆｜耳饰+臂环｜边境磨损
CS00653,战士团,腰封,绑带束腰,令牌+旧皮带,陈年旧物,战士团·腰封｜绑带束腰｜令牌+旧皮带｜陈年旧物
CS00654,镇墟司,轻甲,暗袋夹层,颈饰+额饰,身份剥除感,镇墟司·轻甲｜暗袋夹层｜颈饰+额饰｜身份剥除感
CS00655,战士团,多层衣摆,外披短褂,面具残片+断扣,当下战损,战士团·多层衣摆｜外披短褂｜面具残片+断扣｜当下战损
CS00656,隐世,长袍,背部长摆,耳饰+药囊,陈年旧物,隐世·长袍｜背部长摆｜耳饰+药囊｜陈年旧物
CS00657,贵族,短衣,外披短褂,颈饰+药囊,战损修补,贵族·短衣｜外披短褂｜颈饰+药囊｜战损修补
CS00658,商贾,短衣,背部长摆,耳饰+令牌,陈年旧物,商贾·短衣｜背部长摆｜耳饰+令牌｜陈年旧物
CS00659,宗门,半甲,高领护颈,药囊+耳饰,边境磨损,宗门·半甲｜高领护颈｜药囊+耳饰｜边境磨损
CS00660,隐世,半甲,外披短褂,腰牌+符囊,陈年旧物,隐世·半甲｜外披短褂｜腰牌+符囊｜陈年旧物
CS00661,宗门,半甲,外披短褂,护腕+额饰,日常使用痕,宗门·半甲｜外披短褂｜护腕+额饰｜日常使用痕
CS00662,恶灵,多层衣摆,背部长摆,断扣+符囊,完整如新,恶灵·多层衣摆｜背部长摆｜断扣+符囊｜完整如新
CS00663,隐世,披风,分片下摆,药囊+颈饰,日常使用痕,隐世·披风｜分片下摆｜药囊+颈饰｜日常使用痕
CS00664,灰区,重甲,腿部绑甲,额饰+面具残片,完整如新,灰区·重甲｜腿部绑甲｜额饰+面具残片｜完整如新
CS00665,商贾,束身,高领护颈,耳饰+符囊,战损修补,商贾·束身｜高领护颈｜耳饰+符囊｜战损修补
CS00666,贵族,束身,交领叠襟,药囊+臂环,陈年旧物,贵族·束身｜交领叠襟｜药囊+臂环｜陈年旧物
CS00667,隐世,短衣,高领护颈,符囊+腰牌,日常使用痕,隐世·短衣｜高领护颈｜符囊+腰牌｜日常使用痕
CS00668,游侠,宽袖,分片下摆,耳饰+符囊,身份剥除感,游侠·宽袖｜分片下摆｜耳饰+符囊｜身份剥除感
CS00669,贵族,长袍,暗袋夹层,断扣+腰牌,身份剥除感,贵族·长袍｜暗袋夹层｜断扣+腰牌｜身份剥除感
CS00670,战士团,宽袖,绑带束腰,旧皮带+颈饰,陈年旧物,战士团·宽袖｜绑带束腰｜旧皮带+颈饰｜陈年旧物
CS00671,学宫,半甲,高领护颈,耳饰+臂环,身份剥除感,学宫·半甲｜高领护颈｜耳饰+臂环｜身份剥除感
CS00672,灰区,宽袖,交领叠襟,额饰+耳饰,身份剥除感,灰区·宽袖｜交领叠襟｜额饰+耳饰｜身份剥除感
CS00673,灰区,宽袖,高领护颈,旧皮带+护腕,身份剥除感,灰区·宽袖｜高领护颈｜旧皮带+护腕｜身份剥除感
CS00674,游侠,披风,高领护颈,耳饰+腰牌,当下战损,游侠·披风｜高领护颈｜耳饰+腰牌｜当下战损
CS00675,灰区,非对称剪裁,绑带束腰,护腕+额饰,边境磨损,灰区·非对称剪裁｜绑带束腰｜护腕+额饰｜边境磨损
CS00676,贵族,披风,分片下摆,断扣+颈饰,当下战损,贵族·披风｜分片下摆｜断扣+颈饰｜当下战损
CS00677,宗门,护臂,绑带束腰,药囊+腰牌,战损修补,宗门·护臂｜绑带束腰｜药囊+腰牌｜战损修补
CS00678,镇墟司,半甲,胸甲结构,断扣+耳饰,战损修补,镇墟司·半甲｜胸甲结构｜断扣+耳饰｜战损修补
CS00679,灰区,非对称剪裁,外披短褂,臂环+腰牌,完整如新,灰区·非对称剪裁｜外披短褂｜臂环+腰牌｜完整如新
CS00680,游侠,腰封,分片下摆,腰牌+旧皮带,完整如新,游侠·腰封｜分片下摆｜腰牌+旧皮带｜完整如新
CS00681,商贾,披风,高领护颈,令牌+药囊,完整如新,商贾·披风｜高领护颈｜令牌+药囊｜完整如新
CS00682,复苏体,宽袖,交领叠襟,符囊+断扣,战损修补,复苏体·宽袖｜交领叠襟｜符囊+断扣｜战损修补
CS00683,镇墟司,披风,腿部绑甲,符囊+臂环,战损修补,镇墟司·披风｜腿部绑甲｜符囊+臂环｜战损修补
CS00684,战士团,重甲,高领护颈,符囊+药囊,当下战损,战士团·重甲｜高领护颈｜符囊+药囊｜当下战损
CS00685,复苏体,长袍,分片下摆,腰牌+旧皮带,身份剥除感,复苏体·长袍｜分片下摆｜腰牌+旧皮带｜身份剥除感
CS00686,贵族,轻甲,背部长摆,符囊+面具残片,边境磨损,贵族·轻甲｜背部长摆｜符囊+面具残片｜边境磨损
CS00687,复苏体,腰封,暗袋夹层,臂环+护腕,边境磨损,复苏体·腰封｜暗袋夹层｜臂环+护腕｜边境磨损
CS00688,贵族,腰封,绑带束腰,耳饰+腰牌,边境磨损,贵族·腰封｜绑带束腰｜耳饰+腰牌｜边境磨损
CS00689,恶灵,长袍,胸甲结构,令牌+护腕,边境磨损,恶灵·长袍｜胸甲结构｜令牌+护腕｜边境磨损
CS00690,复苏体,宽袖,背部长摆,耳饰+药囊,日常使用痕,复苏体·宽袖｜背部长摆｜耳饰+药囊｜日常使用痕
CS00691,宗门,束身,绑带束腰,臂环+药囊,边境磨损,宗门·束身｜绑带束腰｜臂环+药囊｜边境磨损
CS00692,战士团,护臂,分片下摆,面具残片+断扣,当下战损,战士团·护臂｜分片下摆｜面具残片+断扣｜当下战损
CS00693,流亡者,宽袖,绑带束腰,腰牌+令牌,战损修补,流亡者·宽袖｜绑带束腰｜腰牌+令牌｜战损修补
CS00694,恶灵,多层衣摆,肩甲结构,耳饰+面具残片,日常使用痕,恶灵·多层衣摆｜肩甲结构｜耳饰+面具残片｜日常使用痕
CS00695,学宫,长袍,高领护颈,颈饰+护腕,日常使用痕,学宫·长袍｜高领护颈｜颈饰+护腕｜日常使用痕
CS00696,商贾,重甲,背部长摆,断扣+面具残片,日常使用痕,商贾·重甲｜背部长摆｜断扣+面具残片｜日常使用痕
CS00697,商贾,宽袖,绑带束腰,令牌+颈饰,完整如新,商贾·宽袖｜绑带束腰｜令牌+颈饰｜完整如新
CS00698,学宫,长袍,腿部绑甲,断扣+腰牌,完整如新,学宫·长袍｜腿部绑甲｜断扣+腰牌｜完整如新
CS00699,隐世,宽袖,外披短褂,臂环+额饰,陈年旧物,隐世·宽袖｜外披短褂｜臂环+额饰｜陈年旧物
CS00700,医者,护臂,外披短褂,断扣+旧皮带,战损修补,医者·护臂｜外披短褂｜断扣+旧皮带｜战损修补
CS00701,医者,披风,胸甲结构,耳饰+腰牌,完整如新,医者·披风｜胸甲结构｜耳饰+腰牌｜完整如新
CS00702,镇墟司,半甲,肩甲结构,颈饰+药囊,身份剥除感,镇墟司·半甲｜肩甲结构｜颈饰+药囊｜身份剥除感
CS00703,镇墟司,长袍,分片下摆,令牌+符囊,边境磨损,镇墟司·长袍｜分片下摆｜令牌+符囊｜边境磨损
CS00704,学宫,束身,外披短褂,令牌+颈饰,边境磨损,学宫·束身｜外披短褂｜令牌+颈饰｜边境磨损
CS00705,流亡者,腰封,绑带束腰,符囊+护腕,战损修补,流亡者·腰封｜绑带束腰｜符囊+护腕｜战损修补
CS00706,镇墟司,多层衣摆,胸甲结构,颈饰+面具残片,边境磨损,镇墟司·多层衣摆｜胸甲结构｜颈饰+面具残片｜边境磨损
CS00707,贵族,半甲,腿部绑甲,旧皮带+腰牌,当下战损,贵族·半甲｜腿部绑甲｜旧皮带+腰牌｜当下战损
CS00708,游侠,重甲,绑带束腰,额饰+耳饰,陈年旧物,游侠·重甲｜绑带束腰｜额饰+耳饰｜陈年旧物
CS00709,学宫,披风,背部长摆,面具残片+额饰,战损修补,学宫·披风｜背部长摆｜面具残片+额饰｜战损修补
CS00710,恶灵,重甲,腿部绑甲,臂环+额饰,日常使用痕,恶灵·重甲｜腿部绑甲｜臂环+额饰｜日常使用痕
CS00711,贵族,多层衣摆,绑带束腰,耳饰+额饰,陈年旧物,贵族·多层衣摆｜绑带束腰｜耳饰+额饰｜陈年旧物
CS00712,隐世,护臂,暗袋夹层,耳饰+腰牌,完整如新,隐世·护臂｜暗袋夹层｜耳饰+腰牌｜完整如新
CS00713,学宫,束身,胸甲结构,额饰+符囊,当下战损,学宫·束身｜胸甲结构｜额饰+符囊｜当下战损
CS00714,医者,护臂,高领护颈,耳饰+面具残片,完整如新,医者·护臂｜高领护颈｜耳饰+面具残片｜完整如新
CS00715,游侠,重甲,肩甲结构,护腕+腰牌,当下战损,游侠·重甲｜肩甲结构｜护腕+腰牌｜当下战损
CS00716,商贾,披风,腿部绑甲,断扣+额饰,当下战损,商贾·披风｜腿部绑甲｜断扣+额饰｜当下战损
CS00717,战士团,腰封,高领护颈,断扣+臂环,身份剥除感,战士团·腰封｜高领护颈｜断扣+臂环｜身份剥除感
CS00718,灰区,长袍,肩甲结构,臂环+旧皮带,日常使用痕,灰区·长袍｜肩甲结构｜臂环+旧皮带｜日常使用痕
CS00719,复苏体,短衣,交领叠襟,耳饰+护腕,当下战损,复苏体·短衣｜交领叠襟｜耳饰+护腕｜当下战损
CS00720,贵族,短衣,绑带束腰,耳饰+符囊,当下战损,贵族·短衣｜绑带束腰｜耳饰+符囊｜当下战损
CS00721,战士团,半甲,分片下摆,旧皮带+耳饰,日常使用痕,战士团·半甲｜分片下摆｜旧皮带+耳饰｜日常使用痕
CS00722,王庭,半甲,外披短褂,额饰+药囊,完整如新,王庭·半甲｜外披短褂｜额饰+药囊｜完整如新
CS00723,商贾,轻甲,背部长摆,耳饰+腰牌,陈年旧物,商贾·轻甲｜背部长摆｜耳饰+腰牌｜陈年旧物
CS00724,商贾,腰封,交领叠襟,耳饰+旧皮带,战损修补,商贾·腰封｜交领叠襟｜耳饰+旧皮带｜战损修补
CS00725,宗门,重甲,暗袋夹层,额饰+臂环,身份剥除感,宗门·重甲｜暗袋夹层｜额饰+臂环｜身份剥除感
CS00726,医者,束身,高领护颈,颈饰+护腕,日常使用痕,医者·束身｜高领护颈｜颈饰+护腕｜日常使用痕
CS00727,商贾,短衣,外披短褂,面具残片+符囊,边境磨损,商贾·短衣｜外披短褂｜面具残片+符囊｜边境磨损
CS00728,镇墟司,轻甲,分片下摆,令牌+面具残片,完整如新,镇墟司·轻甲｜分片下摆｜令牌+面具残片｜完整如新
CS00729,王庭,束身,高领护颈,令牌+符囊,当下战损,王庭·束身｜高领护颈｜令牌+符囊｜当下战损
CS00730,医者,短衣,肩甲结构,额饰+令牌,战损修补,医者·短衣｜肩甲结构｜额饰+令牌｜战损修补
CS00731,灰区,束身,背部长摆,腰牌+药囊,战损修补,灰区·束身｜背部长摆｜腰牌+药囊｜战损修补
CS00732,战士团,腰封,绑带束腰,护腕+颈饰,完整如新,战士团·腰封｜绑带束腰｜护腕+颈饰｜完整如新
CS00733,贵族,护臂,外披短褂,面具残片+腰牌,陈年旧物,贵族·护臂｜外披短褂｜面具残片+腰牌｜陈年旧物
CS00734,宗门,腰封,背部长摆,断扣+符囊,边境磨损,宗门·腰封｜背部长摆｜断扣+符囊｜边境磨损
CS00735,王庭,半甲,高领护颈,面具残片+符囊,战损修补,王庭·半甲｜高领护颈｜面具残片+符囊｜战损修补
CS00736,宗门,轻甲,肩甲结构,旧皮带+令牌,战损修补,宗门·轻甲｜肩甲结构｜旧皮带+令牌｜战损修补
CS00737,复苏体,轻甲,绑带束腰,符囊+药囊,日常使用痕,复苏体·轻甲｜绑带束腰｜符囊+药囊｜日常使用痕
CS00738,隐世,披风,胸甲结构,药囊+额饰,当下战损,隐世·披风｜胸甲结构｜药囊+额饰｜当下战损
CS00739,流亡者,腰封,绑带束腰,断扣+臂环,陈年旧物,流亡者·腰封｜绑带束腰｜断扣+臂环｜陈年旧物
CS00740,战士团,重甲,暗袋夹层,旧皮带+颈饰,日常使用痕,战士团·重甲｜暗袋夹层｜旧皮带+颈饰｜日常使用痕
CS00741,恶灵,披风,绑带束腰,符囊+腰牌,战损修补,恶灵·披风｜绑带束腰｜符囊+腰牌｜战损修补
CS00742,游侠,轻甲,外披短褂,额饰+药囊,边境磨损,游侠·轻甲｜外披短褂｜额饰+药囊｜边境磨损
CS00743,镇墟司,束身,暗袋夹层,断扣+面具残片,完整如新,镇墟司·束身｜暗袋夹层｜断扣+面具残片｜完整如新
CS00744,恶灵,宽袖,绑带束腰,药囊+令牌,身份剥除感,恶灵·宽袖｜绑带束腰｜药囊+令牌｜身份剥除感
CS00745,隐世,束身,外披短褂,面具残片+颈饰,身份剥除感,隐世·束身｜外披短褂｜面具残片+颈饰｜身份剥除感
CS00746,宗门,轻甲,外披短褂,额饰+药囊,身份剥除感,宗门·轻甲｜外披短褂｜额饰+药囊｜身份剥除感
CS00747,宗门,非对称剪裁,胸甲结构,臂环+令牌,边境磨损,宗门·非对称剪裁｜胸甲结构｜臂环+令牌｜边境磨损
CS00748,流亡者,腰封,背部长摆,令牌+面具残片,身份剥除感,流亡者·腰封｜背部长摆｜令牌+面具残片｜身份剥除感
CS00749,宗门,重甲,高领护颈,腰牌+面具残片,当下战损,宗门·重甲｜高领护颈｜腰牌+面具残片｜当下战损
CS00750,王庭,长袍,交领叠襟,颈饰+符囊,边境磨损,王庭·长袍｜交领叠襟｜颈饰+符囊｜边境磨损
CS00751,贵族,护臂,绑带束腰,耳饰+腰牌,战损修补,贵族·护臂｜绑带束腰｜耳饰+腰牌｜战损修补
CS00752,镇墟司,护臂,分片下摆,护腕+药囊,身份剥除感,镇墟司·护臂｜分片下摆｜护腕+药囊｜身份剥除感
CS00753,学宫,轻甲,外披短褂,药囊+令牌,边境磨损,学宫·轻甲｜外披短褂｜药囊+令牌｜边境磨损
CS00754,学宫,披风,腿部绑甲,符囊+耳饰,陈年旧物,学宫·披风｜腿部绑甲｜符囊+耳饰｜陈年旧物
CS00755,宗门,宽袖,肩甲结构,令牌+面具残片,战损修补,宗门·宽袖｜肩甲结构｜令牌+面具残片｜战损修补
CS00756,复苏体,非对称剪裁,腿部绑甲,符囊+令牌,陈年旧物,复苏体·非对称剪裁｜腿部绑甲｜符囊+令牌｜陈年旧物
CS00757,灰区,护臂,高领护颈,断扣+腰牌,身份剥除感,灰区·护臂｜高领护颈｜断扣+腰牌｜身份剥除感
CS00758,宗门,短衣,背部长摆,腰牌+令牌,陈年旧物,宗门·短衣｜背部长摆｜腰牌+令牌｜陈年旧物
CS00759,游侠,宽袖,暗袋夹层,额饰+断扣,陈年旧物,游侠·宽袖｜暗袋夹层｜额饰+断扣｜陈年旧物
CS00760,战士团,短衣,肩甲结构,颈饰+耳饰,当下战损,战士团·短衣｜肩甲结构｜颈饰+耳饰｜当下战损
CS00761,宗门,半甲,暗袋夹层,令牌+护腕,身份剥除感,宗门·半甲｜暗袋夹层｜令牌+护腕｜身份剥除感
CS00762,镇墟司,重甲,暗袋夹层,符囊+臂环,完整如新,镇墟司·重甲｜暗袋夹层｜符囊+臂环｜完整如新
CS00763,贵族,长袍,高领护颈,颈饰+耳饰,身份剥除感,贵族·长袍｜高领护颈｜颈饰+耳饰｜身份剥除感
CS00764,贵族,轻甲,暗袋夹层,护腕+面具残片,边境磨损,贵族·轻甲｜暗袋夹层｜护腕+面具残片｜边境磨损
CS00765,医者,束身,背部长摆,腰牌+断扣,日常使用痕,医者·束身｜背部长摆｜腰牌+断扣｜日常使用痕
CS00766,王庭,披风,分片下摆,护腕+腰牌,当下战损,王庭·披风｜分片下摆｜护腕+腰牌｜当下战损
CS00767,学宫,非对称剪裁,交领叠襟,腰牌+药囊,完整如新,学宫·非对称剪裁｜交领叠襟｜腰牌+药囊｜完整如新
CS00768,镇墟司,护臂,肩甲结构,面具残片+令牌,当下战损,镇墟司·护臂｜肩甲结构｜面具残片+令牌｜当下战损
CS00769,商贾,长袍,暗袋夹层,耳饰+额饰,当下战损,商贾·长袍｜暗袋夹层｜耳饰+额饰｜当下战损
CS00770,战士团,非对称剪裁,肩甲结构,额饰+护腕,日常使用痕,战士团·非对称剪裁｜肩甲结构｜额饰+护腕｜日常使用痕
CS00771,医者,非对称剪裁,暗袋夹层,耳饰+护腕,完整如新,医者·非对称剪裁｜暗袋夹层｜耳饰+护腕｜完整如新
CS00772,复苏体,轻甲,胸甲结构,断扣+耳饰,日常使用痕,复苏体·轻甲｜胸甲结构｜断扣+耳饰｜日常使用痕
CS00773,游侠,重甲,交领叠襟,断扣+面具残片,战损修补,游侠·重甲｜交领叠襟｜断扣+面具残片｜战损修补
CS00774,战士团,护臂,暗袋夹层,腰牌+药囊,当下战损,战士团·护臂｜暗袋夹层｜腰牌+药囊｜当下战损
CS00775,镇墟司,多层衣摆,交领叠襟,额饰+断扣,边境磨损,镇墟司·多层衣摆｜交领叠襟｜额饰+断扣｜边境磨损
CS00776,游侠,多层衣摆,分片下摆,护腕+颈饰,边境磨损,游侠·多层衣摆｜分片下摆｜护腕+颈饰｜边境磨损
CS00777,恶灵,多层衣摆,暗袋夹层,符囊+臂环,当下战损,恶灵·多层衣摆｜暗袋夹层｜符囊+臂环｜当下战损
CS00778,流亡者,护臂,肩甲结构,面具残片+断扣,完整如新,流亡者·护臂｜肩甲结构｜面具残片+断扣｜完整如新
CS00779,商贾,束身,绑带束腰,药囊+额饰,身份剥除感,商贾·束身｜绑带束腰｜药囊+额饰｜身份剥除感
CS00780,恶灵,短衣,暗袋夹层,腰牌+额饰,战损修补,恶灵·短衣｜暗袋夹层｜腰牌+额饰｜战损修补
CS00781,隐世,非对称剪裁,肩甲结构,令牌+额饰,边境磨损,隐世·非对称剪裁｜肩甲结构｜令牌+额饰｜边境磨损
CS00782,复苏体,多层衣摆,腿部绑甲,药囊+耳饰,日常使用痕,复苏体·多层衣摆｜腿部绑甲｜药囊+耳饰｜日常使用痕
CS00783,流亡者,短衣,外披短褂,符囊+臂环,日常使用痕,流亡者·短衣｜外披短褂｜符囊+臂环｜日常使用痕
CS00784,复苏体,护臂,绑带束腰,耳饰+额饰,身份剥除感,复苏体·护臂｜绑带束腰｜耳饰+额饰｜身份剥除感
CS00785,恶灵,披风,背部长摆,颈饰+额饰,日常使用痕,恶灵·披风｜背部长摆｜颈饰+额饰｜日常使用痕
CS00786,游侠,披风,暗袋夹层,断扣+药囊,日常使用痕,游侠·披风｜暗袋夹层｜断扣+药囊｜日常使用痕
CS00787,游侠,多层衣摆,分片下摆,符囊+药囊,陈年旧物,游侠·多层衣摆｜分片下摆｜符囊+药囊｜陈年旧物
CS00788,学宫,披风,腿部绑甲,令牌+护腕,日常使用痕,学宫·披风｜腿部绑甲｜令牌+护腕｜日常使用痕
CS00789,宗门,重甲,肩甲结构,断扣+颈饰,日常使用痕,宗门·重甲｜肩甲结构｜断扣+颈饰｜日常使用痕
CS00790,战士团,非对称剪裁,肩甲结构,腰牌+药囊,边境磨损,战士团·非对称剪裁｜肩甲结构｜腰牌+药囊｜边境磨损
CS00791,流亡者,多层衣摆,肩甲结构,令牌+符囊,陈年旧物,流亡者·多层衣摆｜肩甲结构｜令牌+符囊｜陈年旧物
CS00792,灰区,束身,胸甲结构,令牌+药囊,完整如新,灰区·束身｜胸甲结构｜令牌+药囊｜完整如新
CS00793,恶灵,非对称剪裁,胸甲结构,令牌+耳饰,身份剥除感,恶灵·非对称剪裁｜胸甲结构｜令牌+耳饰｜身份剥除感
CS00794,贵族,长袍,胸甲结构,旧皮带+臂环,身份剥除感,贵族·长袍｜胸甲结构｜旧皮带+臂环｜身份剥除感
CS00795,灰区,披风,绑带束腰,符囊+耳饰,完整如新,灰区·披风｜绑带束腰｜符囊+耳饰｜完整如新
CS00796,游侠,轻甲,背部长摆,符囊+护腕,身份剥除感,游侠·轻甲｜背部长摆｜符囊+护腕｜身份剥除感
CS00797,医者,多层衣摆,分片下摆,耳饰+颈饰,当下战损,医者·多层衣摆｜分片下摆｜耳饰+颈饰｜当下战损
CS00798,流亡者,半甲,交领叠襟,断扣+额饰,战损修补,流亡者·半甲｜交领叠襟｜断扣+额饰｜战损修补
CS00799,宗门,多层衣摆,肩甲结构,旧皮带+额饰,日常使用痕,宗门·多层衣摆｜肩甲结构｜旧皮带+额饰｜日常使用痕
CS00800,隐世,多层衣摆,外披短褂,符囊+面具残片,身份剥除感,隐世·多层衣摆｜外披短褂｜符囊+面具残片｜身份剥除感
CS00801,学宫,披风,交领叠襟,腰牌+旧皮带,日常使用痕,学宫·披风｜交领叠襟｜腰牌+旧皮带｜日常使用痕
CS00802,宗门,半甲,绑带束腰,臂环+护腕,战损修补,宗门·半甲｜绑带束腰｜臂环+护腕｜战损修补
CS00803,宗门,宽袖,暗袋夹层,旧皮带+面具残片,日常使用痕,宗门·宽袖｜暗袋夹层｜旧皮带+面具残片｜日常使用痕
CS00804,游侠,短衣,肩甲结构,腰牌+药囊,战损修补,游侠·短衣｜肩甲结构｜腰牌+药囊｜战损修补
CS00805,商贾,束身,外披短褂,耳饰+旧皮带,战损修补,商贾·束身｜外披短褂｜耳饰+旧皮带｜战损修补
