p_id,第一眼,第二眼,第三眼,关键词串,视觉化要点,一句话
PS00855,悲悯,暴烈,危险,悲悯、暴烈、危险,悲悯→收紧动作幅度与表情；暴烈→材质温润；危险→简洁剪影,第一眼悲悯，第二眼暴烈，第三眼危险
PS00856,坦然,散漫,狠戾,坦然、散漫、狠戾,坦然→收紧动作幅度与表情；散漫→稳定眼神；狠戾→简洁剪影,第一眼坦然，第二眼散漫，第三眼狠戾
PS00857,温雅,沧桑,执拗,温雅、沧桑、执拗,温雅→收紧动作幅度与表情；沧桑→强烈轮廓；执拗→层叠结构,第一眼温雅，第二眼沧桑，第三眼执拗
PS00858,明亮,疏离,从容,明亮、疏离、从容,明亮→收紧动作幅度与表情；疏离→材质温润；从容→简洁剪影,第一眼明亮，第二眼疏离，第三眼从容
PS00859,危险,慵懒,明亮,危险、慵懒、明亮,危险→收紧动作幅度与表情；慵懒→结构不对称；明亮→破损细节,第一眼危险，第二眼慵懒，第三眼明亮
PS00860,温雅,温润,明亮,温雅、温润、明亮,温雅→收紧动作幅度与表情；温润→锐利眼型；明亮→破损细节,第一眼温雅，第二眼温润，第三眼明亮
PS00861,坦然,克制,警觉,坦然、克制、警觉,坦然→收紧动作幅度与表情；克制→结构不对称；警觉→层叠结构,第一眼坦然，第二眼克制，第三眼警觉
PS00862,凌厉,天真,暴烈,凌厉、天真、暴烈,凌厉→收紧动作幅度与表情；天真→非人平静；暴烈→高洁材质,第一眼凌厉，第二眼天真，第三眼暴烈
PS00863,通透,虔诚,直率,通透、虔诚、直率,通透→收紧动作幅度与表情；虔诚→材质温润；直率→层叠结构,第一眼通透，第二眼虔诚，第三眼直率
PS00864,神秘,可靠,通透,神秘、可靠、通透,神秘→收紧动作幅度与表情；可靠→结构不对称；通透→简洁剪影,第一眼神秘，第二眼可靠，第三眼通透
PS00865,危险,坚毅,强健,危险、坚毅、强健,危险→收紧动作幅度与表情；坚毅→材质温润；强健→层叠结构,第一眼危险，第二眼坚毅，第三眼强健
PS00866,张扬,沉稳,神秘,张扬、沉稳、神秘,张扬→收紧动作幅度与表情；沉稳→放松眼尾/嘴角；神秘→高洁材质,第一眼张扬，第二眼沉稳，第三眼神秘
PS00867,放纵,直率,张扬,放纵、直率、张扬,放纵→收紧动作幅度与表情；直率→稳定眼神；张扬→高洁材质,第一眼放纵，第二眼直率，第三眼张扬
PS00868,沧桑,明亮,从容,沧桑、明亮、从容,沧桑→收紧动作幅度与表情；明亮→结构不对称；从容→层叠结构,第一眼沧桑，第二眼明亮，第三眼从容
PS00869,叛逆,冷酷,从容,叛逆、冷酷、从容,叛逆→收紧动作幅度与表情；冷酷→结构不对称；从容→反差配色,第一眼叛逆，第二眼冷酷，第三眼从容
PS00870,温雅,妖异,清冷,温雅、妖异、清冷,温雅→收紧动作幅度与表情；妖异→非人平静；清冷→层叠结构,第一眼温雅，第二眼妖异，第三眼清冷
PS00871,沉静,凌厉,可靠,沉静、凌厉、可靠,沉静→收紧动作幅度与表情；凌厉→放松眼尾/嘴角；可靠→反差配色,第一眼沉静，第二眼凌厉，第三眼可靠
PS00872,虔诚,狠戾,明亮,虔诚、狠戾、明亮,虔诚→收紧动作幅度与表情；狠戾→锐利眼型；明亮→高洁材质,第一眼虔诚，第二眼狠戾，第三眼明亮
PS00873,冷酷,暴烈,警觉,冷酷、暴烈、警觉,冷酷→收紧动作幅度与表情；暴烈→放松眼尾/嘴角；警觉→高洁材质,第一眼冷酷，第二眼暴烈，第三眼警觉
PS00874,执拗,疯狂,从容,执拗、疯狂、从容,执拗→收紧动作幅度与表情；疯狂→非人平静；从容→高洁材质,第一眼执拗，第二眼疯狂，第三眼从容
PS00875,野性,狠戾,沉静,野性、狠戾、沉静,野性→收紧动作幅度与表情；狠戾→结构不对称；沉静→高洁材质,第一眼野性，第二眼狠戾，第三眼沉静
PS00876,亲和,市井,虔诚,亲和、市井、虔诚,亲和→收紧动作幅度与表情；市井→材质温润；虔诚→破损细节,第一眼亲和，第二眼市井，第三眼虔诚
PS00877,虔诚,克己,孤傲,虔诚、克己、孤傲,虔诚→收紧动作幅度与表情；克己→稳定眼神；孤傲→高洁材质,第一眼虔诚，第二眼克己，第三眼孤傲
PS00878,阴郁,悲悯,隐忍,阴郁、悲悯、隐忍,阴郁→收紧动作幅度与表情；悲悯→稳定眼神；隐忍→反差配色,第一眼阴郁，第二眼悲悯，第三眼隐忍
PS00879,执拗,警觉,悲悯,执拗、警觉、悲悯,执拗→收紧动作幅度与表情；警觉→锐利眼型；悲悯→层叠结构,第一眼执拗，第二眼警觉，第三眼悲悯
PS00880,坦然,张扬,躁动,坦然、张扬、躁动,坦然→收紧动作幅度与表情；张扬→强烈轮廓；躁动→破损细节,第一眼坦然，第二眼张扬，第三眼躁动
PS00881,市井,狠戾,从容,市井、狠戾、从容,市井→收紧动作幅度与表情；狠戾→稳定眼神；从容→层叠结构,第一眼市井，第二眼狠戾，第三眼从容
PS00882,慵懒,虔诚,高贵,慵懒、虔诚、高贵,慵懒→收紧动作幅度与表情；虔诚→稳定眼神；高贵→破损细节,第一眼慵懒，第二眼虔诚，第三眼高贵
PS00883,清冷,亲和,躁动,清冷、亲和、躁动,清冷→收紧动作幅度与表情；亲和→强烈轮廓；躁动→破损细节,第一眼清冷，第二眼亲和，第三眼躁动
PS00884,克己,柔软,狠戾,克己、柔软、狠戾,克己→收紧动作幅度与表情；柔软→结构不对称；狠戾→简洁剪影,第一眼克己，第二眼柔软，第三眼狠戾
PS00885,亲和,散漫,温雅,亲和、散漫、温雅,亲和→收紧动作幅度与表情；散漫→材质温润；温雅→高洁材质,第一眼亲和，第二眼散漫，第三眼温雅
PS00886,亲和,从容,悲悯,亲和、从容、悲悯,亲和→收紧动作幅度与表情；从容→放松眼尾/嘴角；悲悯→反差配色,第一眼亲和，第二眼从容，第三眼悲悯
PS00887,放纵,沉稳,躁动,放纵、沉稳、躁动,放纵→收紧动作幅度与表情；沉稳→材质温润；躁动→层叠结构,第一眼放纵，第二眼沉稳，第三眼躁动
PS00888,高贵,亲和,阴郁,高贵、亲和、阴郁,高贵→收紧动作幅度与表情；亲和→放松眼尾/嘴角；阴郁→高洁材质,第一眼高贵，第二眼亲和，第三眼阴郁
PS00889,悲悯,克己,强健,悲悯、克己、强健,悲悯→收紧动作幅度与表情；克己→强烈轮廓；强健→简洁剪影,第一眼悲悯，第二眼克己，第三眼强健
PS00890,局促,阴郁,市井,局促、阴郁、市井,局促→收紧动作幅度与表情；阴郁→锐利眼型；市井→破损细节,第一眼局促，第二眼阴郁，第三眼市井
PS00891,直率,病弱,虔诚,直率、病弱、虔诚,直率→收紧动作幅度与表情；病弱→稳定眼神；虔诚→高洁材质,第一眼直率，第二眼病弱，第三眼虔诚
PS00892,坦然,克己,狠戾,坦然、克己、狠戾,坦然→收紧动作幅度与表情；克己→稳定眼神；狠戾→破损细节,第一眼坦然，第二眼克己，第三眼狠戾
PS00893,疏离,清冷,孤傲,疏离、清冷、孤傲,疏离→收紧动作幅度与表情；清冷→稳定眼神；孤傲→反差配色,第一眼疏离，第二眼清冷，第三眼孤傲
PS00894,温柔,放纵,神秘,温柔、放纵、神秘,温柔→收紧动作幅度与表情；放纵→稳定眼神；神秘→反差配色,第一眼温柔，第二眼放纵，第三眼神秘
PS00895,坦然,克制,躁动,坦然、克制、躁动,坦然→收紧动作幅度与表情；克制→放松眼尾/嘴角；躁动→简洁剪影,第一眼坦然，第二眼克制，第三眼躁动
PS00896,亲和,危险,温雅,亲和、危险、温雅,亲和→收紧动作幅度与表情；危险→放松眼尾/嘴角；温雅→高洁材质,第一眼亲和，第二眼危险，第三眼温雅
PS00897,暴烈,执拗,高贵,暴烈、执拗、高贵,暴烈→收紧动作幅度与表情；执拗→材质温润；高贵→反差配色,第一眼暴烈，第二眼执拗，第三眼高贵
PS00898,神秘,高贵,强健,神秘、高贵、强健,神秘→收紧动作幅度与表情；高贵→放松眼尾/嘴角；强健→简洁剪影,第一眼神秘，第二眼高贵，第三眼强健
PS00899,慵懒,明亮,隐忍,慵懒、明亮、隐忍,慵懒→收紧动作幅度与表情；明亮→材质温润；隐忍→破损细节,第一眼慵懒，第二眼明亮，第三眼隐忍
PS00900,野性,隐忍,坦然,野性、隐忍、坦然,野性→收紧动作幅度与表情；隐忍→强烈轮廓；坦然→简洁剪影,第一眼野性，第二眼隐忍，第三眼坦然
PS00901,放纵,可靠,坚毅,放纵、可靠、坚毅,放纵→收紧动作幅度与表情；可靠→稳定眼神；坚毅→层叠结构,第一眼放纵，第二眼可靠，第三眼坚毅
PS00902,明亮,疯狂,躁动,明亮、疯狂、躁动,明亮→收紧动作幅度与表情；疯狂→材质温润；躁动→破损细节,第一眼明亮，第二眼疯狂，第三眼躁动
PS00903,危险,克制,明亮,危险、克制、明亮,危险→收紧动作幅度与表情；克制→结构不对称；明亮→高洁材质,第一眼危险，第二眼克制，第三眼明亮
PS00904,隐忍,疏离,直率,隐忍、疏离、直率,隐忍→收紧动作幅度与表情；疏离→结构不对称；直率→简洁剪影,第一眼隐忍，第二眼疏离，第三眼直率
PS00905,可靠,散漫,克制,可靠、散漫、克制,可靠→收紧动作幅度与表情；散漫→锐利眼型；克制→破损细节,第一眼可靠，第二眼散漫，第三眼克制
PS00906,市井,叛逆,虔诚,市井、叛逆、虔诚,市井→收紧动作幅度与表情；叛逆→放松眼尾/嘴角；虔诚→反差配色,第一眼市井，第二眼叛逆，第三眼虔诚
PS00907,清冷,冷酷,亲和,清冷、冷酷、亲和,清冷→收紧动作幅度与表情；冷酷→结构不对称；亲和→高洁材质,第一眼清冷，第二眼冷酷，第三眼亲和
PS00908,温雅,悲悯,散漫,温雅、悲悯、散漫,温雅→收紧动作幅度与表情；悲悯→放松眼尾/嘴角；散漫→高洁材质,第一眼温雅，第二眼悲悯，第三眼散漫
PS00909,神性,亲和,危险,神性、亲和、危险,神性→收紧动作幅度与表情；亲和→锐利眼型；危险→层叠结构,第一眼神性，第二眼亲和，第三眼危险
PS00910,温雅,沧桑,疯狂,温雅、沧桑、疯狂,温雅→收紧动作幅度与表情；沧桑→放松眼尾/嘴角；疯狂→破损细节,第一眼温雅，第二眼沧桑，第三眼疯狂
PS00911,强健,警觉,神秘,强健、警觉、神秘,强健→收紧动作幅度与表情；警觉→结构不对称；神秘→层叠结构,第一眼强健，第二眼警觉，第三眼神秘
PS00912,慵懒,通透,克制,慵懒、通透、克制,慵懒→收紧动作幅度与表情；通透→稳定眼神；克制→反差配色,第一眼慵懒，第二眼通透，第三眼克制
PS00913,暴烈,警觉,高贵,暴烈、警觉、高贵,暴烈→收紧动作幅度与表情；警觉→结构不对称；高贵→简洁剪影,第一眼暴烈，第二眼警觉，第三眼高贵
PS00914,聪慧,克己,神秘,聪慧、克己、神秘,聪慧→收紧动作幅度与表情；克己→稳定眼神；神秘→简洁剪影,第一眼聪慧，第二眼克己，第三眼神秘
PS00915,沉静,通透,神性,沉静、通透、神性,沉静→收紧动作幅度与表情；通透→材质温润；神性→层叠结构,第一眼沉静，第二眼通透，第三眼神性
PS00916,放纵,清冷,神秘,放纵、清冷、神秘,放纵→收紧动作幅度与表情；清冷→材质温润；神秘→反差配色,第一眼放纵，第二眼清冷，第三眼神秘
PS00917,清冷,坚毅,从容,清冷、坚毅、从容,清冷→收紧动作幅度与表情；坚毅→稳定眼神；从容→简洁剪影,第一眼清冷，第二眼坚毅，第三眼从容
PS00918,坦然,狠戾,散漫,坦然、狠戾、散漫,坦然→收紧动作幅度与表情；狠戾→稳定眼神；散漫→简洁剪影,第一眼坦然，第二眼狠戾，第三眼散漫
PS00919,天真,悲悯,克制,天真、悲悯、克制,天真→收紧动作幅度与表情；悲悯→稳定眼神；克制→高洁材质,第一眼天真，第二眼悲悯，第三眼克制
PS00920,柔软,孤傲,执拗,柔软、孤傲、执拗,柔软→收紧动作幅度与表情；孤傲→放松眼尾/嘴角；执拗→简洁剪影,第一眼柔软，第二眼孤傲，第三眼执拗
PS00921,可靠,温雅,克己,可靠、温雅、克己,可靠→收紧动作幅度与表情；温雅→锐利眼型；克己→破损细节,第一眼可靠，第二眼温雅，第三眼克己
PS00922,温柔,明亮,暴烈,温柔、明亮、暴烈,温柔→收紧动作幅度与表情；明亮→锐利眼型；暴烈→层叠结构,第一眼温柔，第二眼明亮，第三眼暴烈
PS00923,凌厉,高贵,可靠,凌厉、高贵、可靠,凌厉→收紧动作幅度与表情；高贵→强烈轮廓；可靠→破损细节,第一眼凌厉，第二眼高贵，第三眼可靠
PS00924,警觉,放纵,野性,警觉、放纵、野性,警觉→收紧动作幅度与表情；放纵→非人平静；野性→反差配色,第一眼警觉，第二眼放纵，第三眼野性
PS00925,慵懒,孤傲,冷酷,慵懒、孤傲、冷酷,慵懒→收紧动作幅度与表情；孤傲→材质温润；冷酷→反差配色,第一眼慵懒，第二眼孤傲，第三眼冷酷
PS00926,隐忍,沉静,温润,隐忍、沉静、温润,隐忍→收紧动作幅度与表情；沉静→放松眼尾/嘴角；温润→层叠结构,第一眼隐忍，第二眼沉静，第三眼温润
PS00927,明亮,强健,野性,明亮、强健、野性,明亮→收紧动作幅度与表情；强健→强烈轮廓；野性→简洁剪影,第一眼明亮，第二眼强健，第三眼野性
PS00928,局促,执拗,清冷,局促、执拗、清冷,局促→收紧动作幅度与表情；执拗→稳定眼神；清冷→简洁剪影,第一眼局促，第二眼执拗，第三眼清冷
PS00929,天真,放纵,警觉,天真、放纵、警觉,天真→收紧动作幅度与表情；放纵→锐利眼型；警觉→高洁材质,第一眼天真，第二眼放纵，第三眼警觉
PS00930,危险,虔诚,隐忍,危险、虔诚、隐忍,危险→收紧动作幅度与表情；虔诚→锐利眼型；隐忍→简洁剪影,第一眼危险，第二眼虔诚，第三眼隐忍
PS00931,市井,张扬,慵懒,市井、张扬、慵懒,市井→收紧动作幅度与表情；张扬→稳定眼神；慵懒→破损细节,第一眼市井，第二眼张扬，第三眼慵懒
PS00932,阴郁,虔诚,通透,阴郁、虔诚、通透,阴郁→收紧动作幅度与表情；虔诚→锐利眼型；通透→简洁剪影,第一眼阴郁，第二眼虔诚，第三眼通透
PS00933,执拗,神秘,坚毅,执拗、神秘、坚毅,执拗→收紧动作幅度与表情；神秘→强烈轮廓；坚毅→反差配色,第一眼执拗，第二眼神秘，第三眼坚毅
PS00934,坦然,亲和,温润,坦然、亲和、温润,坦然→收紧动作幅度与表情；亲和→放松眼尾/嘴角；温润→破损细节,第一眼坦然，第二眼亲和，第三眼温润
PS00935,放纵,市井,疏离,放纵、市井、疏离,放纵→收紧动作幅度与表情；市井→结构不对称；疏离→层叠结构,第一眼放纵，第二眼市井，第三眼疏离
PS00936,高贵,天真,克己,高贵、天真、克己,高贵→收紧动作幅度与表情；天真→锐利眼型；克己→简洁剪影,第一眼高贵，第二眼天真，第三眼克己
PS00937,沉稳,柔软,野性,沉稳、柔软、野性,沉稳→收紧动作幅度与表情；柔软→锐利眼型；野性→反差配色,第一眼沉稳，第二眼柔软，第三眼野性
PS00938,直率,明亮,通透,直率、明亮、通透,直率→收紧动作幅度与表情；明亮→强烈轮廓；通透→破损细节,第一眼直率，第二眼明亮，第三眼通透
PS00939,柔软,隐忍,躁动,柔软、隐忍、躁动,柔软→收紧动作幅度与表情；隐忍→稳定眼神；躁动→简洁剪影,第一眼柔软，第二眼隐忍，第三眼躁动
PS00940,神秘,温润,亲和,神秘、温润、亲和,神秘→收紧动作幅度与表情；温润→放松眼尾/嘴角；亲和→反差配色,第一眼神秘，第二眼温润，第三眼亲和
PS00941,暴烈,神性,危险,暴烈、神性、危险,暴烈→收紧动作幅度与表情；神性→放松眼尾/嘴角；危险→反差配色,第一眼暴烈，第二眼神性，第三眼危险
PS00942,柔软,妖异,病弱,柔软、妖异、病弱,柔软→收紧动作幅度与表情；妖异→非人平静；病弱→破损细节,第一眼柔软，第二眼妖异，第三眼病弱
PS00943,聪慧,沧桑,孤傲,聪慧、沧桑、孤傲,聪慧→收紧动作幅度与表情；沧桑→非人平静；孤傲→反差配色,第一眼聪慧，第二眼沧桑，第三眼孤傲
PS00944,狠戾,虔诚,警觉,狠戾、虔诚、警觉,狠戾→收紧动作幅度与表情；虔诚→非人平静；警觉→反差配色,第一眼狠戾，第二眼虔诚，第三眼警觉
PS00945,野性,克制,狠戾,野性、克制、狠戾,野性→收紧动作幅度与表情；克制→稳定眼神；狠戾→简洁剪影,第一眼野性，第二眼克制，第三眼狠戾
PS00946,清冷,克己,柔软,清冷、克己、柔软,清冷→收紧动作幅度与表情；克己→材质温润；柔软→高洁材质,第一眼清冷，第二眼克己，第三眼柔软
PS00947,冷酷,叛逆,强健,冷酷、叛逆、强健,冷酷→收紧动作幅度与表情；叛逆→强烈轮廓；强健→反差配色,第一眼冷酷，第二眼叛逆，第三眼强健
PS00948,疯狂,温雅,强健,疯狂、温雅、强健,疯狂→收紧动作幅度与表情；温雅→强烈轮廓；强健→简洁剪影,第一眼疯狂，第二眼温雅，第三眼强健
PS00949,温柔,危险,狠戾,温柔、危险、狠戾,温柔→收紧动作幅度与表情；危险→稳定眼神；狠戾→层叠结构,第一眼温柔，第二眼危险，第三眼狠戾
PS00950,危险,明亮,从容,危险、明亮、从容,危险→收紧动作幅度与表情；明亮→强烈轮廓；从容→反差配色,第一眼危险，第二眼明亮，第三眼从容
PS00951,慵懒,散漫,叛逆,慵懒、散漫、叛逆,慵懒→收紧动作幅度与表情；散漫→非人平静；叛逆→反差配色,第一眼慵懒，第二眼散漫，第三眼叛逆
PS00952,冷酷,危险,亲和,冷酷、危险、亲和,冷酷→收紧动作幅度与表情；危险→非人平静；亲和→层叠结构,第一眼冷酷，第二眼危险，第三眼亲和
PS00953,温雅,亲和,野性,温雅、亲和、野性,温雅→收紧动作幅度与表情；亲和→锐利眼型；野性→破损细节,第一眼温雅，第二眼亲和，第三眼野性
PS00954,温润,克己,清冷,温润、克己、清冷,温润→收紧动作幅度与表情；克己→强烈轮廓；清冷→破损细节,第一眼温润，第二眼克己，第三眼清冷
PS00955,聪慧,散漫,凌厉,聪慧、散漫、凌厉,聪慧→收紧动作幅度与表情；散漫→放松眼尾/嘴角；凌厉→反差配色,第一眼聪慧，第二眼散漫，第三眼凌厉
PS00956,虔诚,清冷,悲悯,虔诚、清冷、悲悯,虔诚→收紧动作幅度与表情；清冷→非人平静；悲悯→高洁材质,第一眼虔诚，第二眼清冷，第三眼悲悯
PS00957,高贵,神性,散漫,高贵、神性、散漫,高贵→收紧动作幅度与表情；神性→非人平静；散漫→层叠结构,第一眼高贵，第二眼神性，第三眼散漫
PS00958,悲悯,暴烈,清冷,悲悯、暴烈、清冷,悲悯→收紧动作幅度与表情；暴烈→材质温润；清冷→高洁材质,第一眼悲悯，第二眼暴烈，第三眼清冷
PS00959,克制,执拗,柔软,克制、执拗、柔软,克制→收紧动作幅度与表情；执拗→材质温润；柔软→简洁剪影,第一眼克制，第二眼执拗，第三眼柔软
PS00960,躁动,暴烈,疏离,躁动、暴烈、疏离,躁动→收紧动作幅度与表情；暴烈→稳定眼神；疏离→反差配色,第一眼躁动，第二眼暴烈，第三眼疏离
PS00961,躁动,病弱,温柔,躁动、病弱、温柔,躁动→收紧动作幅度与表情；病弱→锐利眼型；温柔→层叠结构,第一眼躁动，第二眼病弱，第三眼温柔
PS00962,狠戾,野性,克制,狠戾、野性、克制,狠戾→收紧动作幅度与表情；野性→非人平静；克制→破损细节,第一眼狠戾，第二眼野性，第三眼克制
PS00963,亲和,坦然,野性,亲和、坦然、野性,亲和→收紧动作幅度与表情；坦然→材质温润；野性→简洁剪影,第一眼亲和，第二眼坦然，第三眼野性
PS00964,强健,孤傲,从容,强健、孤傲、从容,强健→收紧动作幅度与表情；孤傲→强烈轮廓；从容→反差配色,第一眼强健，第二眼孤傲，第三眼从容
PS00965,疯狂,执拗,温润,疯狂、执拗、温润,疯狂→收紧动作幅度与表情；执拗→结构不对称；温润→反差配色,第一眼疯狂，第二眼执拗，第三眼温润
PS00966,市井,散漫,放纵,市井、散漫、放纵,市井→收紧动作幅度与表情；散漫→结构不对称；放纵→高洁材质,第一眼市井，第二眼散漫，第三眼放纵
PS00967,疏离,高贵,温雅,疏离、高贵、温雅,疏离→收紧动作幅度与表情；高贵→结构不对称；温雅→反差配色,第一眼疏离，第二眼高贵，第三眼温雅
PS00968,妖异,警觉,暴烈,妖异、警觉、暴烈,妖异→收紧动作幅度与表情；警觉→稳定眼神；暴烈→简洁剪影,第一眼妖异，第二眼警觉，第三眼暴烈
PS00969,散漫,虔诚,暴烈,散漫、虔诚、暴烈,散漫→收紧动作幅度与表情；虔诚→非人平静；暴烈→简洁剪影,第一眼散漫，第二眼虔诚，第三眼暴烈
PS00970,张扬,病弱,清冷,张扬、病弱、清冷,张扬→收紧动作幅度与表情；病弱→非人平静；清冷→高洁材质,第一眼张扬，第二眼病弱，第三眼清冷
PS00971,暴烈,温柔,散漫,暴烈、温柔、散漫,暴烈→收紧动作幅度与表情；温柔→结构不对称；散漫→高洁材质,第一眼暴烈，第二眼温柔，第三眼散漫
PS00972,凌厉,妖异,沧桑,凌厉、妖异、沧桑,凌厉→收紧动作幅度与表情；妖异→稳定眼神；沧桑→反差配色,第一眼凌厉，第二眼妖异，第三眼沧桑
PS00973,慵懒,聪慧,从容,慵懒、聪慧、从容,慵懒→收紧动作幅度与表情；聪慧→非人平静；从容→高洁材质,第一眼慵懒，第二眼聪慧，第三眼从容
PS00974,危险,强健,躁动,危险、强健、躁动,危险→收紧动作幅度与表情；强健→结构不对称；躁动→破损细节,第一眼危险，第二眼强健，第三眼躁动
PS00975,叛逆,可靠,神性,叛逆、可靠、神性,叛逆→收紧动作幅度与表情；可靠→放松眼尾/嘴角；神性→反差配色,第一眼叛逆，第二眼可靠，第三眼神性
PS00976,沉稳,疯狂,病弱,沉稳、疯狂、病弱,沉稳→收紧动作幅度与表情；疯狂→结构不对称；病弱→破损细节,第一眼沉稳，第二眼疯狂，第三眼病弱
PS00977,天真,慵懒,温润,天真、慵懒、温润,天真→收紧动作幅度与表情；慵懒→稳定眼神；温润→破损细节,第一眼天真，第二眼慵懒，第三眼温润
PS00978,悲悯,危险,暴烈,悲悯、危险、暴烈,悲悯→收紧动作幅度与表情；危险→强烈轮廓；暴烈→破损细节,第一眼悲悯，第二眼危险，第三眼暴烈
PS00979,聪慧,沉静,冷酷,聪慧、沉静、冷酷,聪慧→收紧动作幅度与表情；沉静→非人平静；冷酷→简洁剪影,第一眼聪慧，第二眼沉静，第三眼冷酷
PS00980,高贵,明亮,凌厉,高贵、明亮、凌厉,高贵→收紧动作幅度与表情；明亮→锐利眼型；凌厉→反差配色,第一眼高贵，第二眼明亮，第三眼凌厉
PS00981,执拗,明亮,局促,执拗、明亮、局促,执拗→收紧动作幅度与表情；明亮→锐利眼型；局促→层叠结构,第一眼执拗，第二眼明亮，第三眼局促
PS00982,冷酷,强健,执拗,冷酷、强健、执拗,冷酷→收紧动作幅度与表情；强健→结构不对称；执拗→高洁材质,第一眼冷酷，第二眼强健，第三眼执拗
PS00983,天真,克己,强健,天真、克己、强健,天真→收紧动作幅度与表情；克己→材质温润；强健→简洁剪影,第一眼天真，第二眼克己，第三眼强健
PS00984,慵懒,狠戾,温润,慵懒、狠戾、温润,慵懒→收紧动作幅度与表情；狠戾→放松眼尾/嘴角；温润→高洁材质,第一眼慵懒，第二眼狠戾，第三眼温润
PS00985,沉稳,躁动,坚毅,沉稳、躁动、坚毅,沉稳→收紧动作幅度与表情；躁动→锐利眼型；坚毅→反差配色,第一眼沉稳，第二眼躁动，第三眼坚毅
PS00986,市井,执拗,从容,市井、执拗、从容,市井→收紧动作幅度与表情；执拗→稳定眼神；从容→简洁剪影,第一眼市井，第二眼执拗，第三眼从容
PS00987,局促,冷酷,沉静,局促、冷酷、沉静,局促→收紧动作幅度与表情；冷酷→稳定眼神；沉静→破损细节,第一眼局促，第二眼冷酷，第三眼沉静
PS00988,坦然,高贵,悲悯,坦然、高贵、悲悯,坦然→收紧动作幅度与表情；高贵→稳定眼神；悲悯→简洁剪影,第一眼坦然，第二眼高贵，第三眼悲悯
PS00989,野性,亲和,狠戾,野性、亲和、狠戾,野性→收紧动作幅度与表情；亲和→非人平静；狠戾→层叠结构,第一眼野性，第二眼亲和，第三眼狠戾
PS00990,暴烈,悲悯,清冷,暴烈、悲悯、清冷,暴烈→收紧动作幅度与表情；悲悯→材质温润；清冷→简洁剪影,第一眼暴烈，第二眼悲悯，第三眼清冷
PS00991,沧桑,暴烈,疏离,沧桑、暴烈、疏离,沧桑→收紧动作幅度与表情；暴烈→结构不对称；疏离→高洁材质,第一眼沧桑，第二眼暴烈，第三眼疏离
PS00992,散漫,凌厉,明亮,散漫、凌厉、明亮,散漫→收紧动作幅度与表情；凌厉→结构不对称；明亮→高洁材质,第一眼散漫，第二眼凌厉，第三眼明亮
PS00993,强健,凌厉,柔软,强健、凌厉、柔软,强健→收紧动作幅度与表情；凌厉→材质温润；柔软→简洁剪影,第一眼强健，第二眼凌厉，第三眼柔软
PS00994,强健,冷酷,明亮,强健、冷酷、明亮,强健→收紧动作幅度与表情；冷酷→锐利眼型；明亮→反差配色,第一眼强健，第二眼冷酷，第三眼明亮
PS00995,躁动,明亮,叛逆,躁动、明亮、叛逆,躁动→收紧动作幅度与表情；明亮→材质温润；叛逆→简洁剪影,第一眼躁动，第二眼明亮，第三眼叛逆
PS00996,聪慧,可靠,柔软,聪慧、可靠、柔软,聪慧→收紧动作幅度与表情；可靠→锐利眼型；柔软→层叠结构,第一眼聪慧，第二眼可靠，第三眼柔软
PS00997,从容,狠戾,病弱,从容、狠戾、病弱,从容→收紧动作幅度与表情；狠戾→锐利眼型；病弱→高洁材质,第一眼从容，第二眼狠戾，第三眼病弱
PS00998,凌厉,暴烈,叛逆,凌厉、暴烈、叛逆,凌厉→收紧动作幅度与表情；暴烈→强烈轮廓；叛逆→简洁剪影,第一眼凌厉，第二眼暴烈，第三眼叛逆
PS00999,直率,慵懒,放纵,直率、慵懒、放纵,直率→收紧动作幅度与表情；慵懒→非人平静；放纵→简洁剪影,第一眼直率，第二眼慵懒，第三眼放纵
PS01000,聪慧,虔诚,柔软,聪慧、虔诚、柔软,聪慧→收紧动作幅度与表情；虔诚→材质温润；柔软→破损细节,第一眼聪慧，第二眼虔诚，第三眼柔软
PS01001,聪慧,悲悯,隐忍,聪慧、悲悯、隐忍,聪慧→收紧动作幅度与表情；悲悯→强烈轮廓；隐忍→反差配色,第一眼聪慧，第二眼悲悯，第三眼隐忍
PS01002,执拗,温柔,神秘,执拗、温柔、神秘,执拗→收紧动作幅度与表情；温柔→稳定眼神；神秘→简洁剪影,第一眼执拗，第二眼温柔，第三眼神秘
PS01003,散漫,孤傲,高贵,散漫、孤傲、高贵,散漫→收紧动作幅度与表情；孤傲→结构不对称；高贵→反差配色,第一眼散漫，第二眼孤傲，第三眼高贵
PS01004,神秘,局促,聪慧,神秘、局促、聪慧,神秘→收紧动作幅度与表情；局促→放松眼尾/嘴角；聪慧→高洁材质,第一眼神秘，第二眼局促，第三眼聪慧
PS01005,警觉,天真,凌厉,警觉、天真、凌厉,警觉→收紧动作幅度与表情；天真→放松眼尾/嘴角；凌厉→破损细节,第一眼警觉，第二眼天真，第三眼凌厉
PS01006,狠戾,温雅,暴烈,狠戾、温雅、暴烈,狠戾→收紧动作幅度与表情；温雅→强烈轮廓；暴烈→破损细节,第一眼狠戾，第二眼温雅，第三眼暴烈
PS01007,慵懒,妖异,通透,慵懒、妖异、通透,慵懒→收紧动作幅度与表情；妖异→放松眼尾/嘴角；通透→层叠结构,第一眼慵懒，第二眼妖异，第三眼通透
